"";"CODE DU CHEF-LIEU, VILLE";"NOM VILLE";"CODE DU LYCEE OU COLLEGE";"DATE DE FONDATION";"SUPERFICIE TOTALE";"SUPERFICIE BATIE";"SUPERFICIE LIBRE";"EXTERNAT DEMI-PENSIONNAIRE BOURSIERE NATIONALE";"EXTERNAT DEMI-PENSIONNAIRE BOURSIERE DEPARTEMENTALE";"EXTERNAT DEMI-PENSIONNAIRE BOURSIERE COMMUNALE";"EXTERNAT BOURSIERE FAMILIALE NATIONALE";"EXTERNAT BOURSIERE FAMILIALE DEPARTEMENTALE";"EXTERNAT BOURSIERE FAMILIALE COMMUNALE";"EXTERNAT EXTERNE BOURSIERE NATIONALE";"EXTERNAT EXTERNE BOURSIERE DEPARTEMENTALE";"EXTERNAT EXTERNE BOURSIERE COMMUNALE";"EXTERNAT BOURSIERE TOTAL";"EXTERNAT DEMI-PENSIONNAIRE NON-BOURSIERE";"EXTERNAT SURVEILLES NON-BOURSIERE";"EXTERNAT LIBRE NON-BOURSIERE";"EXTERNAT NON-BOURSIERE INSTITUTIONS";"EXTERNAT NON-BOURSIERE INTERNATS MUNICIPAUX";"EXTERNAT NON-BOURSIERE TOTAL";"EXTERNAT TOTAL";"INSTITUTIONS BOURSIERE NATIONALE";"INSTITUTIONS BOURSIERE DEPARTEMENTALE";"INSTITUTIONS BOURSIERE COMMUNALE";"INSTITUTIONS BOURSIERE TOTAL";"INSTITUTIONS LIBRES";"INSTITUTIONS TOTAL";"INTERNAT-MUNICIPAL PENTIONNAIRE BOURSIERE NATIONALE";"INTERNAT-MUNICIPAL PENTIONNAIRE BOURSIERE DEPARTEMENTALE";"INTERNAT-MUNICIPAL PENTIONNAIRE BOURSIERE COMMUNALE";"INTERNAT-MUNICIPAL DEMI-PENTIONNAIRE BOURSIERE NATIONALE";"INTERNAT-MUNICIPAL DEMI-PENTIONNAIRE BOURSIERE DEPARTEMENTALE";"INTERNAT-MUNICIPAL DEMI-PENTIONNAIRE BOURSIERE COMMUNALE";"INTERNAT-MUNICIPAL BOURSIERES TOTAL";"INTERNAT-MUNICIPAL PENTIONNAIRE NON-BOURSIERE";"INTERNAT-MUNICIPAL DEMI-PENTIONNAIRE NON-BOURSIERE";"INTERNAT-MUNICIPAL NON-BOURSIERE TOTAL";"INTERNAT-MUNICIPAL TOTAL";"ENSEIGNEMENT SECONDAIRE DEUXIEME PERIODE 6 SCIENCES";"ENSEIGNEMENT SECONDAIRE DEUXIEME PERIODE 6 LETTRES";"ENSEIGNEMENT SECONDAIRE DEUXIEME PERIODE 5";"ENSEIGNEMENT SECONDAIRE DEUXIEME PERIODE 4";"ENSEIGNEMENT SECONDAIRE PREMIERE PERIODE 3";"ENSEIGNEMENT SECONDAIRE PREMIERE PERIODE 2";"ENSEIGNEMENT SECONDAIRE PREMIERE PERIODE 1";"ENSEIGNEMENT SECONDAIRE TOTAL";"ENSEIGNEMENT PRIMAIRE CLASSE PRIMAIRE";"ENSEIGNEMENT PRIMAIRE CLASSE ENFANTINE";"ENSEIGNEMENT PRIMAIRE TOTAL";"ELEVE TOTAL GENERAL";"NOMBRE ELEVE SEVRES";"MODE ADMINISTRATION REGIE";"MODE ADMINISTRATION PENSION";"DATE RENOUVELLEMENT MOIS";"DATE RENOUVELLEMENT ANNEE";"PROPRIETE BATIMENT VILLE";"PROPRIETE BATIMENT PARTICULIERS";"ETAT BATIMENT BON";"ETAT BATIMENT ASSEZ";"ETAT BATIME MAUVAIS";"PROPRIETE MOBILIER VILLE";"PROPRIETE MOBILIER PARTICULIER";"ETAT MOBILIER BON";"ETAT MOBILIER ASSEZ";"ETAT MOBILIER MAUVAIS";"FRAIS ENSEIGNEMENT SECONDAIRE DEUXIEME PERIODE";"FRAIS ENSEIGNEMENT SECONDAIRE PREMIERE PERIODE";"FRAIS ENSEIGNEMENT PRIMAIRE";"FRAIS RETRIBUTION";"SUPPLEMENT";"RECETTE SUBVENTION ETAT";"RECETTES SUBVENTION DEPARTEMENT";"RECETTES SUBVENTION COMMUNE";"RECETTES PRODUIT BOURSIERE";"RECETTES PRODUIT NON-BOURSIERE";"RECETTES DIVERS";"RECETTE TOTALE";"DEPENSE PERSONNEL TRAITEMENT";"DEPENSE PERSONNEL INDEMNITES";"DEPENSE MATERIEL CHAUFFAGE";"DEPENSE LOYER";"DEPENSES TOTAL";"COMPARAISON EXCEDENT RECETTE";"COMPARAISON EXCEDENT DEPENSE";"INTERNAT MODE ADMINISTRATION REGIE";"INTERNAT MODE ADMINISTRATION PENSION";"INTERNAT PROPRIETE MOBILIER VILLE";"INTERNAT PROPRIETE MOBILIER DIRECTION";"INTERNAT ETAT MOBILIER BON";"INTERNAT ETAT MOBILIER ASSEZ";"INTERNAT ETAT MOBILIER MAUVAUS";"INTERNAT TARIF PENSIONNAIRE BOURSIERE";"INTERNAT TARIF DEMI-PENSIONNAIRE BOURSIERE";"INTERNAT PRIX PENSIONNAIRE DEUXIEME PERIODE";"INTERNAT PRIX PENSIONNAIRE PREMIERE PERIODE";"INTERNAT PRIX PENSIONNAIRE PRIMAIRE";"INTERNAT PRIX DEMI-PENSIONNAIRE DEUXIEME PERIODE";"INTERNAT PRIX DEMI-PENSIONNAIRE PREMIERE PERIODE";"INTERNAT PRIX DEMI-PENSIONNAIRE PRIMAIRE";"INTERNAT RECETTE SUBVENTION COMMUNE";"INTERNAT RECETTE SUBVENTION DEPARTEMENT";"INTERNAT RECETTE PRODUIT BOURSIERE";"INTERNAT RECETTE PRODUIT NON-BOURSIERE";"INTERNAT RECETTE ABONNEMENT";"INTERNAT TOTAL RECETTE";"INTERNAT DEPENSE PERSONNEL";"INTERNAT DEPENSE NOURITURE";"INTERNAT DEPENSE FRAIS";"INTERNAT TOTAL DEPENSE";"INTERNAT COMPARAISON EXCEDENT RECETTE";"INTERNAT COMPARAISON EXCEDENT DEPENSE"
"1";"0";"FRANCE";"0";NA;"-0.01";"-0.01";"-0.01";"0";"0";"0";"6";"0";"0";"45";"6";"79";"136";"0";"638";"1182";"105";"565";"2490";"2626";"38";"4";"2";"44";"61";"105";"123";"6";"3";"2";"3";"6";"143";"382";"40";"422";"565";"9";"4";"90";"213";"362";"372";"392";"1442";"821";"363";"1184";"2626";"14";"22";"0";NA;NA;"16";"6";"13";"4";"5";"22";"0";"16";"3";"3";NA;NA;NA;NA;NA;"157571.75";"10050";"203639.63";"27682.349999999999";"173486.34";"8874.1499999999996";"581304.21999999997";"388593.95000000001";"94057.690000000002";"56995.099999999999";"33479.040000000001";"573125.78000000003";"10194.35";"2015.9100000000001";"8";"7";"14";"1";"13";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;"14520.48";NA;"59908.25";"191147.54999999999";"20866.630000000001";"286442.90999999997";"23397.93";"181933.94";"71884.339999999997";"277216.21000000002";"12507.52";"3280.8200000000002"
"2";"1";"CHARTRES(JF)";"574";"1886";"7200";"985.42999999999995";"6214.5699999999997";"0";"0";"0";"0";"0";"0";"1";"3";"4";"8";"0";"14";"24";"0";"12";"50";"58";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"7";"0";"7";"12";"0";"0";"0";"0";"9";"6";"12";"27";"19";"12";"31";"58";"0";"1";"0";"7";"1886";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"125";"100";"75";"100";"30";"8285";"5250";"5332.5";"1160";"3134.5";"20";"23182";"12520";"2802";"2542";"0.01";"23114";"68";NA;"0";"1";"1";"0";"0";"1";"0";"500";"250";"0";"500";"475";"0";"250";"225";NA;NA;"2125";"2145";"958";"5228";"1860";"4473.1199999999999";"1270.7";"7603.8199999999997";NA;"2375.8200000000002"
"3";"5";"VITRY-LE-FRAN(JF)";"760";"1884";"3828";"2545.5100000000002";"1282.49";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"91";"0";"28";"119";"120";"0";"0";"0";"0";"0";"0";"9";"0";"2";"0";"0";"0";"11";"17";"0";"17";"28";"0";"0";"6";"6";"9";"7";"17";"45";"45";"30";"75";"120";"0";"1";"0";"11";"1883";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"100";"100";"100";"100";"50";"9200";NA;"13123.5";"1057";"4294.5";"663.92999999999995";"28338.93";"19613.549999999999";"5325";"2935.7399999999998";NA;"27874.290000000001";"464.63999999999999";NA;"1";"0";"1";"0";"1";"0";"0";"500";"0";"450";"450";"450";"200";"200";"200";"3794.04";NA;"4193";"5248.5";NA;"13235.540000000001";"591.65999999999997";"9828.0200000000004";"2815.8600000000001";"13235.540000000001";NA;NA
"4";"3";"MARSEILLE(JF)";"658";"1887";"840";"276";"564";"0";"0";"0";"0";"0";"0";"3";"0";"5";"8";"0";"35";"104";"0";"0";"139";"147";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"16";"19";"28";"31";"102";"45";"0";"45";"147";"3";"1";"0";"11";"1886";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"150";"150";"150";"150";"50";"4000";NA;"10057.870000000001";"337.5";"20876.25";"1368.72";"36640.339999999997";"17305.209999999999";"8040";"2568.48";NA;"33971.559999999998";"2668.7800000000002";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"5";"2";"AVIGNON(JF)";"530";"1887";"1524";"801";"723";"0";"0";"0";"0";"0";"0";"4";"0";"7";"11";"0";"27";"55";"0";"38";"120";"131";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"3";"35";"0";"35";"38";"0";"0";"4";"13";"21";"21";"24";"83";"21";"27";"48";"131";"0";"1";"0";"10";"1887";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"150";"100";"60";"130";"30";"2087.5";NA;"2087.5";"533";"3361.5";NA;"8069.5";"4973.8699999999999";"1510";"686.35000000000002";NA;"7170.2200000000003";"899.27999999999997";NA;"1";"0";"1";"0";"1";"0";"0";"500";"250";"500";"500";"490";"250";"250";"240";NA;NA;"250";"5300";"135";"5685";"412.5";"3698.5700000000002";"1192.1600000000001";"5303.2299999999996";"381.76999999999998";NA
"6";"3";"CARPENTRAS(JF)";"563";"1887";"1976";"1339.5999999999999";"636.39999999999998";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3";"0";"29";"14";"0";"9";"52";"55";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"3";"6";"0";"6";"9";"0";"0";"0";"3";"9";"6";"8";"26";"29";"0";"29";"55";"0";"1";"0";"10";"1887";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"130";"90";"60";"100";"30";"1406.25";NA;"2484.8600000000001";NA;"761.75";NA;"4652.8599999999997";"3826.8600000000001";"551";"275";"0.01";"4652.8599999999997";NA;NA;"0";"1";"1";"0";"0";"0";"1";"510";"0";"420";"410";"390";"210";"210";"210";"153";NA;"408";"414";"163";"1138";NA;"860";"278";"1138";NA;NA
"7";"3";"LONS-LE-SAUNI(JF)";"647";"1882";"1380";"680";"700";"0";"0";"0";"0";"0";"0";"1";"0";"5";"6";"0";"44";"12";"0";"12";"68";"74";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"6";"6";"0";"6";"12";"0";"0";"5";"10";"8";"12";"8";"43";"13";"18";"31";"74";"0";"1";"0";"7";"1882";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"120";"100";"80";"100";"0";"6200";"3800";"6200";"1125";"4226";NA;"21551";"15530";"3806.3299999999999";"2660.8699999999999";NA;"21997.200000000001";NA;"446.19999999999999";"0";"0";"1";"0";"1";"0";"0";"460";"0";"520";"500";"450";"245";"225";"200";NA;NA;"2600";"2900";NA;"5500";"600";"3850";"1050";"5500";NA;NA
"8";"1";"AGEN(JF)";"505";"1884";"2025";"745";"1280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"38";"0";"33";"105";"105";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"23";"9";"32";"33";"0";"0";"4";"5";"15";"15";"9";"48";"40";"17";"57";"105";"2";"1";"0";"10";"1884";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"100";"80";"70";"0";"30";"11325";NA;"11925";"80";"7340.5";"1699.6300000000001";"32370.130000000001";"23600";"3752.5";"3311.75";NA;"31264.25";"1105.8800000000001";NA;"1";"0";"1";"0";"1";"0";"0";"0";"0";"550";"520";"430";"350";"320";"255";NA;NA;"520";"11492.25";"4248.1300000000001";"16260.379999999999";"1971";"9105.5799999999999";"695.03999999999996";"11771.620000000001";"4488.7600000000002";NA
"9";"1";"AUXERRE(JF)";"526";"1881";"696.5";"346.5";"350";"0";"0";"0";"6";"0";"0";"0";"0";"6";"12";"0";"0";"24";"64";"0";"88";"100";"21";"2";"0";"23";"41";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"15";"28";"23";"25";"100";"0";"0";"0";"100";"1";"1";"0";"1";"1882";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"60";"60";"0";"40";"0";"13262.5";NA;"13262.5";"2222";"2690";NA;"31437";"19094.169999999998";"7421.6700000000001";"3239.5700000000002";NA;"30880.41";"556.59000000000003";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";"9";"FERE(LA)(JF)";"617";"1882";"5356";"3245";"2111";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3";"0";"8";"35";"0";"64";"107";"110";"0";"0";"0";"0";"0";"0";"9";"0";"0";"1";"3";"0";"13";"51";"0";"51";"64";"0";"0";"5";"6";"21";"13";"19";"64";"29";"17";"46";"110";"0";"1";"0";"10";"1882";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"100";"80";"40";"60";"0";"7630";NA;"8553.0900000000001";"552";"3264";"284.89999999999998";"20283.990000000002";"15500";"2470";"1325.9200000000001";"0.01";"20219.009999999998";"64.980000000000004";NA;"0";"1";"1";"0";"1";"0";"0";"560";"0";"510";"510";"510";"260";"260";"260";"800";NA;"7200";"26438";"150";"34588";"1500";"25000";"6488";"32988";"1600";NA
"11";"2";"CAMBRAI(JF)";"560";"1883";"4350";"1900";"2450";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"134";"0";"0";"100";"234";"234";"0";"0";"0";"0";"0";"0";"19";"0";"0";"1";"0";"2";"21";"77";"2";"79";"100";"0";"0";"9";"12";"28";"30";"27";"106";"83";"45";"128";"234";"0";"1";"0";"10";"1883";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"100";"100";"80";"100";"0";"9000";NA;"9000";"1876";"17621.900000000001";"993.19000000000005";"38491.089999999997";"29750";"5050";"4200";NA;"39000";NA;"508.91000000000003";"1";"0";"1";"0";"1";"0";"0";"500";"0";"500";"500";"520";"250";"250";"270";NA;NA;"7880";"41781";"700";"50361";"1800";"33390.550000000003";"13331.25";"48521.800000000003";"1839.2";NA
"12";"6";"LILLE(JF)";"643";"1883";"1710";"595";"1115";"0";"0";"0";"0";"0";"0";"11";"0";"2";"13";"0";"44";"297";"0";"40";"381";"394";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"15";"40";"40";"0";"0";"10";"19";"28";"35";"28";"120";"178";"96";"274";"394";"0";"1";"0";"1";"1883";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"170";"120";"100";"120";"30";"7000";NA;"31976.419999999998";"1554";"31467";NA;"71997.419999999998";"38015.269999999997";"18275";"8157.1499999999996";NA;"71997.419999999998";NA;NA;"1";"0";"1";"0";"1";"0";"0";"0";"0";"830";"880";"0";"380";"430";"0";NA;NA;NA;"26284";"1035";"27319";"2461.1199999999999";"13765.860000000001";"10896";"27122.98";"196.02000000000001";NA
"13";"13";"ARMENTIERES(JF)";"518";"1883";"5680";"850";"4830";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"32";"6";"0";"20";"58";"59";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"12";"7";"1";"8";"20";"0";"0";"0";"6";"6";"16";"11";"39";"20";"0";"20";"59";"0";"1";"0";"10";"1883";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"120";"100";"50";"100";"30";"7072.5";NA;"7072.5";"1783";"4108.6300000000001";"1346.26";"21382.889999999999";"15756.66";"2640";"1558.0699999999999";NA;"20152.810000000001";"1230.0799999999999";NA;"1";"0";"1";"0";"1";"0";"0";"480";"0";"460";"480";"420";"210";"180";"170";"1709.4400000000001";NA;"5808";"3836.3000000000002";"611.25";"11964.99";"1050";"9823.8899999999994";"1091.0999999999999";"11964.99";NA;NA
"14";"1";"ABBEVILLE(JF)";"503";"1883";"1960";"792";"1168";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"10";"0";"43";"82";"82";"0";"0";"0";"0";"0";"0";"9";"3";"0";"1";"0";"0";"13";"29";"1";"30";"43";"0";"0";"0";"3";"16";"18";"14";"51";"31";"0";"31";"82";"1";"1";"0";"10";"1883";"1";"0";"0";"1";"0";"1";"0";"0";"1";"0";"100";"100";"50";"100";"15";"8200";NA;"4200";"1651.25";"6733.5";"900.26999999999998";"21685.02";"16476.889999999999";"2994.1500000000001";"2765";NA;"22236.040000000001";NA;"551.01999999999998";"1";"0";"1";"0";"1";"0";"0";"485";"0";"435";"435";"435";"200";"200";"185";"6105";NA;"5309.75";"14705.25";"11120.200000000001";"37230.199999999997";"4351.6499999999996";"15832.24";"13724.530000000001";"33908.419999999998";"3321.7800000000002";NA
"15";"1";"GRENOBLE(JF)";"627";"1882";"7573.2799999999997";"4272.21";"3301.0700000000002";"0";"0";"0";"0";"0";"0";"1";"0";"5";"6";"0";"10";"119";"41";"0";"170";"176";"17";"2";"2";"21";"20";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"3";"9";"14";"22";"14";"30";"96";"80";"0";"80";"176";"4";"1";"0";"7";"1882";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"120";"120";"80";"100";"30";"11480";NA;"13962.639999999999";"2810";"11547";NA;"39799.639999999999";"30636.669999999998";"4060";"3702.9699999999998";NA;"39799.639999999999";NA;NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"16";"2";"CHALON-SUR-SA(JF)";"572";"1885";"571.24000000000001";"308.80000000000001";"262.44";"0";"0";"0";"0";"0";"0";"4";"0";"2";"6";"0";"36";"61";"0";"0";"97";"103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"7";"14";"11";"17";"56";"23";"24";"47";"103";"0";"1";"0";"10";"1885";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"120";"100";"60";"120";"30";"7100";NA;"11600";"515.60000000000002";"7777.6599999999999";NA;"26993.259999999998";"18630.549999999999";"2172.4899999999998";"2200";NA;"27503.040000000001";NA;"509.77999999999997";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"17";"4";"LOUHANS(JF)";"650";"1882";"3140";"1580";"1560";"0";"0";"0";"0";"0";"0";"1";"0";"5";"6";"0";"13";"37";"0";"54";"104";"110";"0";"0";"0";"0";"0";"0";"17";"0";"0";"0";"0";"0";"17";"37";"0";"37";"54";"5";"1";"5";"7";"21";"21";"13";"73";"13";"24";"37";"110";"0";"1";"0";"10";"1882";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"60";"60";"40";"60";"0";"7700";"1000";"5200";"1254";"3736";NA;"18890";"14755.27";"2310.5";"1545";"0.01";"18610.77";"279.23000000000002";NA;"0";"1";"1";"0";"1";"0";"0";"400";"0";"400";"400";"400";"200";"200";"200";NA;NA;"6300";"15700";NA;"22000";"600";"16000";"4800";"21400";"600";NA
"18";"1";"ALAIS(JF)";"508";"1887";"722";"222";"500";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"0";"0";"98";"0";"0";"98";"101";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"25";"14";"20";"73";"28";"0";"28";"101";"0";"1";"0";"10";"1887";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"120";"100";"80";"110";"40";"1073";NA;"1828.5";"45.5";"2799";NA;"5746";"4022.5999999999999";"1230";"493.39999999999998";NA;"5746";NA;NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"19";"1";"BEZIERS(JF)";"546";"1884";"1068.6500000000001";"479.69999999999999";"588.95000000000005";"0";"0";"0";"0";"0";"0";"2";"0";"4";"6";"0";"90";"0";"0";"0";"90";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"8";"15";"13";"44";"35";"17";"52";"96";"0";"1";"0";"10";"1884";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"175";"150";"120";"150";"0";"7200";NA;"15114.75";"1020";"12490.25";"907.10000000000002";"36732.099999999999";"23354.16";"4237.5";"2897.3200000000002";NA;"36363.980000000003";"368.12";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"20";"4";"SAUMUR(JF)";"729";"1882";"23500";"2644";"20856";"0";"0";"0";"0";"0";"0";"1";"0";"7";"8";"0";"10";"42";"0";"58";"110";"118";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"4";"22";"29";"7";"36";"58";"0";"0";"3";"9";"14";"25";"21";"72";"46";"0";"46";"118";"1";"1";"0";"10";"1882";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"100";"100";"80";"100";"20";"7925";NA;"7925";"2910";"7085.1499999999996";NA;"25845.150000000001";"17039.73";"5112.5";"3190.9400000000001";NA;"25343.169999999998";"501.98000000000002";NA;"1";"0";"1";"0";"1";"0";"0";"500";"0";"500";"500";"520";"200";"200";"220";"1959";NA;"8740";"19131.75";"1756.05";"31586.799999999999";"2800";"19068.610000000001";"9701.7000000000007";"31570.310000000001";"16.489999999999998";NA
"21";"3";"TARBES(JF)";"739";"1885";"4180.75";"804.5";"3376.25";"0";"0";"0";"0";"0";"0";"8";"0";"9";"17";"0";"10";"38";"0";"21";"69";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"5";"21";"21";"0";"0";"6";"8";"19";"14";"11";"58";"15";"13";"28";"86";"2";"1";"0";"10";"1885";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"120";"100";"60";"125";"50";"7825";NA;"11633";"2062.5";"5629.5";NA;"27150";"19484.709999999999";"4600";"2500";"0.01";"26584.709999999999";"565.28999999999996";NA;"0";"1";"0";"1";"1";"0";"0";"0";"0";"480";"450";"485";"210";"230";"235";NA;NA;NA;"8495";NA;"8495";"1000";"6400";"2000";"9400";NA;"905"
"22";"9";"VIC-BIGORRE(JF)";"752";"1883";"4465";"976";"3489";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"27";"0";"33";"60";"62";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"16";"17";"0";"17";"33";"0";"0";"0";"13";"9";"12";"10";"44";"11";"7";"18";"62";"0";"1";"0";"10";"1883";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"80";"70";"60";"75";"30";"5800";NA;"4300";"1618";"2950.5";"690.14999999999998";"15358.65";"10903.889999999999";"2227.5";"1962.5";"0.01";"15093.889999999999";"264.75999999999999";NA;"0";"1";"1";"0";"1";"0";"0";"530";"0";"340";"330";"320";"165";"175";"175";NA;NA;"8574.5";"7276.5";NA;"15851";"2400";"10837.5";"2550";"15787.5";"63.5";NA
"23";"1";"ALBI(JF)";"509";"1886";"978.36000000000001";"397.92000000000002";"580.44000000000005";"0";"0";"0";"0";"0";"0";"3";"3";"10";"16";"0";"39";"50";"0";"0";"89";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"13";"16";"24";"72";"17";"16";"33";"105";"0";"1";"0";"10";"1886";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"120";"100";"60";"100";"40";"6800";NA;"6800";"1516";"9591.25";NA;"24707.25";"17803.889999999999";"3469.5500000000002";"2277.0700000000002";NA;"23550.509999999998";"1156.74";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
